id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0000052,2000052,    52 Europa,52,Europa,,N,N,6.4,303.918,0.057,3.501,JPL 100,2459000.5,59000,20200531,J2000,0.110441969,3.094249387,2.752514392,7.478465253,128.6006928,343.366455,309.8657103,3.435984382,0.181080258,2459277.362,20210303.86,1988.068743,5.443035573,1.77,688.8309,2.75E-08,6.52E-09,8.51E-08,2.82E-06,2.21E-05,2.54E-05,1.27E-05,7.24E-09,5.72E-10,7.07E-05,6.28E-06,MBA,0.51353
a0000053,2000053,    53 Kalypso,53,Kalypso,,N,N,8.9,97.262,0.031,0.636,JPL 160,2459000.5,59000,20200531,J2000,0.204808142,2.618931682,2.082553151,5.171677858,143.517931,313.4848824,157.2710311,3.155310214,0.23255079,2458324.213,20180724.71,1548.048922,4.238326959,1.10331,429.3751527,3.26E-08,4.99E-09,8.57E-08,4.31E-06,4.18E-05,4.26E-05,9.01E-06,6.01E-09,6.65E-10,3.75E-05,4.42E-06,MBA,0.46115
a0000054,2000054,    54 Alexandra,54,Alexandra,,N,N,7.8,160.12,0.041,0.635,JPL 169,2459000.5,59000,20200531,J2000,0.197302575,2.71102796,2.176135163,11.79820863,313.2467646,345.0504794,106.624266,3.245920757,0.220802039,2458517.605,20190203.1,1630.419729,4.463845938,1.16282,452.5346594,3.61E-08,6.54E-09,9.85E-08,4.18E-06,1.79E-05,2.02E-05,1.10E-05,7.83E-09,7.99E-10,4.90E-05,5.90E-06,MBA,0.463
a0000055,2000055,    55 Pandora,55,Pandora,,N,N,7.7,84.794,0.204,2.501,JPL 73,2459000.5,59000,20200531,J2000,0.143246422,2.760437589,2.365014782,7.17940419,10.36964233,5.385958668,86.99154515,3.155860397,0.214900376,2458595.701,20190422.2,1675.194837,4.586433503,1.36622,531.6918374,3.02E-08,5.73E-09,8.39E-08,3.56E-06,2.89E-05,3.18E-05,1.40E-05,6.55E-09,6.69E-10,6.46E-05,5.22E-06,MBA,0.34422
a0000056,2000056,    56 Melete,56,Melete,,N,N,8.5,121.333,0.057,0.947,JPL 109,2459000.5,59000,20200531,J2000,0.238393693,2.596709989,1.977670705,8.080138426,192.9749877,104.9898161,340.841858,3.215749274,0.235542294,2459081.836,20200820.34,1528.387932,4.184498103,0.981015,381.7816076,3.21E-08,4.74E-09,8.35E-08,3.98E-06,2.64E-05,2.76E-05,9.23E-06,5.88E-09,6.46E-10,3.92E-05,4.19E-06,MBA,0.46224
a0000057,2000057,    57 Mnemosyne,57,Mnemosyne,,N,N,7,112.59,0.2149,2.8,JPL 36,2459000.5,59000,20200531,J2000,0.112387195,3.154342097,2.799834435,15.20416431,199.1679364,210.6403933,213.7129701,3.508849759,0.175930398,2459832.005,20220909.51,2046.263769,5.602364871,1.8188,707.822396,4.60E-08,9.02E-09,1.44E-07,5.09E-06,1.77E-05,2.68E-05,2.15E-05,1.00E-08,7.55E-10,0.00012403,8.78E-06,MBA,0.46394
a0000058,2000058,    58 Concordia,58,Concordia,,N,N,9,106.517,0.044,0.741,JPL 117,2459000.5,59000,20200531,J2000,0.042598068,2.699484163,2.584491353,5.065948593,161.1064772,31.12144903,27.03759447,2.814476974,0.222219874,2458878.83,20200130.33,1620.017115,4.435365134,1.58585,617.1652445,3.53E-08,6.33E-09,9.50E-08,3.80E-06,4.44E-05,6.31E-05,4.48E-05,6.60E-09,7.81E-10,0.00020157,5.70E-06,MBA,0.45081
a0000059,2000059,    59 Elpis,59,Elpis,,N,N,8,165.119,0.044,4.506,JPL 110,2459000.5,59000,20200531,J2000,0.118782068,2.713549604,2.39122857,8.639913831,170.0008699,210.851699,247.6888801,3.035870638,0.22049433,2459509.861,20211022.36,1632.695043,4.470075409,1.39732,543.7950244,2.55E-08,6.03E-09,6.79E-08,2.63E-06,2.37E-05,2.83E-05,1.73E-05,6.75E-09,7.35E-10,7.93E-05,5.44E-06,MBA,0.46834
a0000060,2000060,    60 Echo,60,Echo,,N,N,8.5,43.218,0.373,0.571,JPL 121,2459000.5,59000,20200531,J2000,0.184845741,2.392111751,1.949940082,3.600511231,191.546532,271.2181062,314.9727984,2.83428342,0.266398563,2459169.522,20201116.02,1351.358643,3.699818324,0.970721,377.7754916,3.44E-08,4.47E-09,8.30E-08,3.79E-06,6.09E-05,6.18E-05,1.18E-05,5.30E-09,7.47E-10,4.43E-05,3.79E-06,MBA,0.45422
a0000061,2000061,    61 Danae,61,Danae,,N,N,7.5,85.937,0.203,2.151,JPL 41,2459000.5,59000,20200531,J2000,0.165023135,2.984005917,2.491575906,18.20999759,333.5718493,12.47044352,348.6174389,3.476435928,0.191207337,2459060.03,20200729.53,1882.772936,5.154751364,1.48612,578.3533204,4.89E-08,9.22E-09,1.45E-07,5.59E-06,1.60E-05,2.30E-05,1.91E-05,1.07E-08,8.86E-10,0.00010007,8.73E-06,MBA,0.40191
a0000062,2000062,    62 Erato,62,Erato,,N,N,8.7,106.921,0.048,0.658,JPL 114,2459000.5,59000,20200531,J2000,0.167660415,3.128634487,2.604086332,2.236571823,125.122506,277.1761892,310.1937668,3.653182642,0.178103245,2459280.148,20210306.65,2021.299503,5.534016435,1.61392,628.0892464,3.41E-08,1.23E-08,1.04E-07,3.89E-06,0.00010142,0.00010212,1.35E-05,1.43E-08,1.05E-09,7.62E-05,1.19E-05,MBA,0.49285
a0000063,2000063,    63 Ausonia,63,Ausonia,,N,N,7.4,116.044,0.125,1.747,JPL 108,2459000.5,59000,20200531,J2000,0.126957038,2.395219138,2.091129212,5.776414345,337.7211268,296.0654752,245.7633979,2.699309064,0.265880321,2459430.154,20210803.65,1353.992649,3.707029839,1.08267,421.3426839,3.12E-08,3.83E-09,7.52E-08,3.23E-06,3.47E-05,3.73E-05,1.54E-05,4.31E-09,6.37E-10,5.85E-05,3.24E-06,MBA,0.5315
a0000064,2000064,    64 Angelina,64,Angelina,,N,N,8,58.292,0.483,1.082,JPL 115,2459000.5,59000,20200531,J2000,0.125217134,2.683409425,2.347400589,1.309846447,309.0971734,179.2244428,128.0718474,3.019418262,0.224219646,2458429.311,20181106.81,1605.568497,4.395806972,1.36242,530.2129914,3.29E-08,6.35E-09,8.79E-08,3.46E-06,0.00019861,0.00019944,1.92E-05,7.15E-09,7.96E-10,8.53E-05,5.70E-06,MBA,0.49943
a0000065,2000065,    65 Cybele,65,Cybele,,N,N,6.8,237.26,0.0706,4.2,JPL 82,2459000.5,59000,20200531,J2000,0.112046012,3.424837725,3.041098317,3.564035442,155.6184007,102.830307,323.0142327,3.808577132,0.155504899,2459238.343,20210123.84,2315.039603,6.338232999,2.02868,789.5013956,3.25E-08,9.46E-09,1.12E-07,3.81E-06,5.57E-05,5.80E-05,1.72E-05,1.05E-08,6.44E-10,0.00011121,9.59E-06,OMB,0.45306
a0000066,2000066,    66 Maja,66,Maja,,N,N,9.5,71.82,0.0618,5.3,JPL 49,2459000.5,59000,20200531,J2000,0.173011703,2.645381844,2.187699827,3.046003473,7.493461795,43.89297662,110.7724031,3.103063861,0.229071743,2458516.929,20190202.43,1571.560048,4.302696914,1.19959,466.8444403,3.15E-08,5.88E-09,8.31E-08,3.86E-06,5.93E-05,6.03E-05,1.03E-05,6.89E-09,7.63E-10,4.47E-05,5.24E-06,MBA,0.45583
a0000067,2000067,    67 Asia,67,Asia,,N,N,8.3,56.309,0.228,0.396,JPL 124,2459000.5,59000,20200531,J2000,0.185148301,2.421378229,1.973064163,6.028907177,202.4112729,106.8904788,23.27042658,2.869692294,0.261583366,2458911.54,20200303.04,1376.234297,3.767924154,0.969089,377.1403661,3.49E-08,5.41E-09,8.56E-08,4.07E-06,3.59E-05,3.74E-05,1.12E-05,6.41E-09,8.76E-10,4.26E-05,4.61E-06,MBA,0.47256
a0000068,2000068,    68 Leto,68,Leto,,N,N,6.9,122.509,0.228,3.137,JPL 107,2459000.5,59000,20200531,J2000,0.18517518,2.782394244,2.267163888,7.961437528,44.07992717,304.4382914,346.529767,3.297624599,0.212361642,2459063.931,20200802.43,1695.2214,4.641263244,1.2729,495.374493,3.60E-08,5.66E-09,9.98E-08,3.95E-06,3.06E-05,3.26E-05,1.26E-05,6.70E-09,6.47E-10,5.94E-05,5.17E-06,MBA,0.50366
a0000069,2000069,    69 Hesperia,69,Hesperia,,N,N,7.2,138.13,0.1402,4.7,JPL 122,2459000.5,59000,20200531,J2000,0.170260304,2.976822652,2.469987923,8.590967393,184.9850105,289.1127747,17.89713811,3.483657382,0.191899848,2458907.237,20200227.74,1875.978555,5.136149364,1.50238,584.6812246,3.21E-08,7.80E-09,9.49E-08,3.83E-06,2.38E-05,2.66E-05,1.27E-05,9.13E-09,7.54E-10,6.62E-05,7.37E-06,MBA,0.4281
a0000070,2000070,    70 Panopaea,70,Panopaea,,N,N,8.1,127.911,0.038,0.745,JPL 52,2459000.5,59000,20200531,J2000,0.180505963,2.616382048,2.144109486,11.59282216,47.68987659,255.4790577,163.5036714,3.08865461,0.2328908,2458298.438,20180628.94,1545.788841,4.232139195,1.16399,452.9899883,3.99E-08,7.84E-09,1.04E-07,3.37E-06,2.30E-05,2.55E-05,1.37E-05,9.25E-09,1.05E-09,5.81E-05,6.94E-06,MBA,0.37684
a0000071,2000071,    71 Niobe,71,Niobe,,N,N,7.1,83.42,0.3052,1.7,JPL 83,2459000.5,59000,20200531,J2000,0.173205825,2.755692236,2.27839029,23.26531442,316.0050398,267.0701996,350.1222948,3.232994182,0.215455708,2459046.346,20200715.85,1670.877057,4.574612066,1.40912,548.3872304,4.02E-08,7.53E-09,1.12E-07,4.05E-06,1.13E-05,1.72E-05,1.57E-05,8.83E-09,8.83E-10,7.29E-05,6.85E-06,MBA,0.47828
a0000072,2000072,    72 Feronia,72,Feronia,,N,N,9.1,74.966,0.083,1.168,JPL 117,2459000.5,59000,20200531,J2000,0.12048594,2.2664678,1.993390298,5.415447832,207.9606748,102.8993674,122.3153702,2.539545302,0.288854903,2458577.051,20190403.55,1246.300465,3.412184708,0.987797,384.4209585,3.26E-08,3.78E-09,7.34E-08,3.68E-06,3.62E-05,3.94E-05,1.70E-05,4.24E-09,7.24E-10,5.85E-05,3.12E-06,MBA,0.49458
a0000073,2000073,    73 Klytia,73,Klytia,,N,N,9,44.59,0.223,0.941,JPL 39,2459000.5,59000,20200531,J2000,0.041799657,2.666375297,2.554921725,2.368881785,6.879375167,53.84371154,245.8304085,2.777828869,0.226371713,2459504.846,20211017.35,1590.3047,4.354016976,1.56794,610.1952098,3.79E-08,9.34E-09,9.96E-08,4.24E-06,9.84E-05,0.00011055,5.13E-05,9.73E-09,1.19E-09,0.0002272,8.35E-06,MBA,0.48229
a0000074,2000074,    74 Galatea,74,Galatea,,N,N,8.7,118.71,0.0431,2.8,JPL 97,2459000.5,59000,20200531,J2000,0.235849288,2.780263375,2.124540238,4.070703542,197.1434014,174.5382204,359.6915801,3.435986512,0.212605828,2459001.951,20200601.45,1693.27437,4.635932568,1.12477,437.7267409,2.79E-08,7.07E-09,7.70E-08,3.19E-06,5.28E-05,5.34E-05,9.49E-06,8.74E-09,8.11E-10,4.47E-05,6.46E-06,MBA,0.49207
a0000075,2000075,    75 Eurydike,75,Eurydike,,N,N,9,62.377,0.117,1.603,JPL 80,2459000.5,59000,20200531,J2000,0.303521898,2.673994297,1.862378472,4.991511832,359.3390467,339.3368142,52.00910836,3.485610122,0.225404903,2458769.764,20191013.26,1597.125861,4.372692295,0.854684,332.6173723,3.83E-08,4.58E-09,1.02E-07,4.43E-06,3.72E-05,3.75E-05,6.18E-06,5.97E-09,5.79E-10,2.71E-05,4.10E-06,MBA,0.47712
a0000076,2000076,    76 Freia,76,Freia,,N,N,8,145.423,0.058,1.287,JPL 52,2459000.5,59000,20200531,J2000,0.166010853,3.414264879,2.847459854,2.121333842,204.3009575,252.2670098,346.7613476,3.981069904,0.156227779,2459085.239,20200823.74,2304.327713,6.308905444,1.86521,725.8837757,3.11E-08,1.04E-08,1.08E-07,3.50E-06,9.95E-05,0.00010014,1.20E-05,1.22E-08,7.15E-10,7.70E-05,1.06E-05,OMB,0.45949
a0000077,2000077,    77 Frigga,77,Frigga,,N,N,8.6,61.39,0.177,0.177,JPL 81,2459000.5,59000,20200531,J2000,0.132557844,2.668864037,2.315085175,2.422694506,1.14456383,61.78325065,13.87223727,3.022642899,0.226055147,2458939.133,20200330.63,1592.531756,4.360114322,1.32936,517.3470312,3.50E-08,5.62E-09,9.46E-08,3.54E-06,8.54E-05,8.63E-05,1.29E-05,6.36E-09,7.13E-10,5.71E-05,5.03E-06,MBA,0.47974
a0000078,2000078,    78 Diana,78,Diana,,N,N,8.4,120.6,0.0706,2.7,JPL 91,2459000.5,59000,20200531,J2000,0.207148362,2.618808182,2.076326356,8.701905011,333.3971838,152.740102,51.29129937,3.161290008,0.232567241,2458779.956,20191023.46,1547.939422,4.238027164,1.09539,426.2929263,3.65E-08,4.77E-09,9.62E-08,4.84E-06,2.65E-05,2.91E-05,1.14E-05,5.76E-09,6.36E-10,4.90E-05,4.23E-06,MBA,0.4694
a0000079,2000079,    79 Eurynome,79,Eurynome,,N,N,8,63.479,0.287,0.952,JPL 110,2459000.5,59000,20200531,J2000,0.189957924,2.444635923,1.980257958,4.612512692,206.533616,201.5110122,331.5056008,2.909013887,0.257859294,2459111.004,20200918.5,1396.110234,3.822341504,0.990903,385.6297205,3.36E-08,3.71E-09,8.21E-08,4.03E-06,5.32E-05,5.45E-05,1.31E-05,4.42E-09,5.87E-10,5.09E-05,3.18E-06,MBA,0.47538
a0000080,2000080,    80 Sappho,80,Sappho,,N,N,8,68.563,0.206,1.033,JPL 42,2459000.5,59000,20200531,J2000,0.200313448,2.295291517,1.83551376,8.676073569,218.6882246,139.6195206,210.6623848,2.755069275,0.283430966,2459527.392,20211108.89,1270.150561,3.477482713,0.842636,327.9286521,2.65E-08,3.56E-09,6.08E-08,3.85E-06,2.02E-05,2.29E-05,1.13E-05,4.27E-09,6.59E-10,4.03E-05,2.95E-06,MBA,0.51852
a0000081,2000081,    81 Terpsichore,81,Terpsichore,,N,N,8.6,117.727,0.045,0.734,JPL 53,2459000.5,59000,20200531,J2000,0.210847349,2.853711595,2.252014071,7.803140413,0.947942771,51.63427748,69.00207242,3.455409119,0.204450866,2458663,20190628.5,1760.81426,4.820846707,1.27219,495.0981823,3.41E-08,7.63E-09,9.60E-08,4.11E-06,2.20E-05,2.37E-05,8.98E-06,9.24E-09,8.20E-10,4.32E-05,7.06E-06,MBA,0.37395
a0000082,2000082,    82 Alkmene,82,Alkmene,,N,N,8.2,57.621,0.167,0.714,JPL 108,2459000.5,59000,20200531,J2000,0.220280816,2.762811974,2.154217498,2.826473076,25.44437908,111.1670688,261.5988251,3.371406451,0.214623404,2459458.983,20210901.48,1677.356675,4.592352293,1.16989,455.2860913,3.52E-08,4.35E-09,9.65E-08,2.96E-06,8.22E-05,8.25E-05,7.73E-06,5.30E-09,5.06E-10,3.66E-05,3.96E-06,MBA,0.49309
a0000083,2000083,    83 Beatrix,83,Beatrix,,N,N,8.8,110.503,0.05,0.829,JPL 105,2459000.5,59000,20200531,J2000,0.08129869,2.431964225,2.23424872,4.963774284,27.72640763,168.5949627,333.5711077,2.629679731,0.259877273,2459102.198,20200909.7,1385.269269,3.79266056,1.23248,479.6442416,3.36E-08,5.58E-09,8.34E-08,3.70E-06,4.74E-05,5.46E-05,2.78E-05,6.04E-09,8.95E-10,0.00010711,4.77E-06,MBA,0.46154
a0000084,2000084,    84 Klio,84,Klio,,N,N,9.4,79.16,0.0527,1.6,JPL 82,2459000.5,59000,20200531,J2000,0.236185765,2.36185575,1.804019042,9.317399766,327.5145864,15.1425534,215.9097562,2.919692459,0.271533876,2459531.153,20211112.65,1325.801425,3.629846474,0.797269,310.2731767,4.15E-08,2.57E-09,9.78E-08,4.72E-06,2.26E-05,2.40E-05,1.01E-05,3.18E-09,4.43E-10,3.76E-05,2.17E-06,MBA,0.44805
a0000085,2000085,    85 Io,85,Io,,N,N,7.7,154.79,0.0666,3.8,JPL 102,2459000.5,59000,20200531,J2000,0.194709336,2.652997728,2.136434302,11.9593979,203.1041696,122.9016238,312.1195459,3.169561153,0.228086067,2459210.423,20201226.92,1578.35156,4.321291061,1.15288,448.6663096,3.00E-08,4.25E-09,8.02E-08,3.18E-06,1.61E-05,1.79E-05,8.99E-06,5.08E-09,5.48E-10,3.96E-05,3.79E-06,MBA,0.4689
a0000086,2000086,    86 Semele,86,Semele,,N,N,8.7,109.929,0.056,0.609,JPL 98,2459000.5,59000,20200531,J2000,0.21513746,3.107374383,2.438861751,4.820528072,86.09722929,308.9030567,63.86235821,3.775887015,0.179934194,2458645.579,20190611.08,2000.731448,5.47770417,1.4494,564.062998,3.80E-08,9.19E-09,1.19E-07,3.53E-06,5.01E-05,5.06E-05,8.81E-06,1.12E-08,7.98E-10,4.80E-05,8.87E-06,MBA,0.46265
a0000087,2000087,    87 Sylvia,87,Sylvia,,N,N,6.8,253.051,0.046,2.953,JPL 88,2459000.5,59000,20200531,J2000,0.093403615,3.482070736,3.15683274,10.87598568,73.04063872,263.5897258,153.4227032,3.807308733,0.151686765,2457989.056,20170823.56,2373.311867,6.497773764,2.17294,845.6430598,2.99E-08,1.26E-08,1.04E-07,3.68E-06,1.77E-05,2.81E-05,2.33E-05,1.37E-08,8.21E-10,0.00015208,1.28E-05,OMB,0.39616
a0000088,2000088,    88 Thisbe,88,Thisbe,,N,N,7.2,232,0.0671,,JPL 151,2459000.5,59000,20200531,J2000,0.161753375,2.770007817,2.321949705,5.214024459,276.459728,36.3450025,134.5304351,3.21806593,0.213787634,2458371.229,20180909.73,1683.914044,4.61030539,1.31019,509.8866423,2.43E-08,3.89E-09,6.73E-08,2.97E-06,2.36E-05,2.51E-05,8.99E-06,4.52E-09,4.50E-10,4.16E-05,3.55E-06,MBA,0.50291
a0000089,2000089,    89 Julia,89,Julia,,N,N,6.8,145.483,0.189,1.265,JPL 108,2459000.5,59000,20200531,J2000,0.185008383,2.549542995,2.077856167,16.13084118,311.553329,45.3288646,234.3543461,3.021229823,0.242108793,2459519.464,20211031.96,1486.93484,4.071005721,1.09991,428.0519747,4.36E-08,4.62E-09,1.12E-07,3.76E-06,1.69E-05,1.96E-05,1.05E-05,5.48E-09,6.58E-10,4.37E-05,4.04E-06,MBA,0.55583
a0000090,2000090,    90 Antiope,90,Antiope,,N,N,8.1,115.974,0.058,1.107,JPL 103,2459000.5,59000,20200531,J2000,0.166499515,3.148725611,2.624464323,2.206751496,69.96053943,244.9419889,215.6355445,3.672986898,0.176401327,2459818.886,20220827.39,2040.800969,5.587408538,1.61168,627.2175056,3.28E-08,8.64E-09,1.05E-07,3.67E-06,9.70E-05,9.75E-05,1.09E-05,1.01E-08,7.26E-10,6.19E-05,8.40E-06,MBA,0.41387
a0000091,2000091,    91 Aegina,91,Aegina,,N,N,8.9,103.402,0.048,0.483,JPL 120,2459000.5,59000,20200531,J2000,0.106382904,2.589529376,2.314047722,2.103207471,10.44305216,74.2717422,261.3310234,2.86501103,0.236522691,2459417.665,20210722.16,1522.0527,4.167153184,1.33125,518.0825625,3.79E-08,5.54E-09,9.82E-08,3.14E-06,0.00011043,0.00011164,1.64E-05,6.13E-09,7.59E-10,7.00E-05,4.88E-06,MBA,0.49843
a0000092,2000092,    92 Undina,92,Undina,,N,N,6.7,126.42,0.2509,3.4,JPL 98,2459000.5,59000,20200531,J2000,0.104862648,3.1851789,2.851172605,9.932020026,101.5803096,239.0703042,249.1220808,3.519185195,0.173381729,2459640.002,20220301.5,2076.343354,5.684718285,1.85767,722.9494339,4.08E-08,9.07E-09,1.33E-07,4.38E-06,2.69E-05,3.41E-05,2.24E-05,1.00E-08,7.41E-10,0.00012995,8.87E-06,MBA,0.46947
a0000093,2000093,    93 Minerva,93,Minerva,,N,N,7.9,154.155,0.056,1.298,JPL 114,2459000.5,59000,20200531,J2000,0.139066233,2.756376884,2.373057934,8.556424092,4.030975592,274.9405843,203.1480034,3.139695834,0.215375439,2459728.772,20220529.27,1671.499787,4.576317007,1.37608,535.5290536,3.44E-08,7.37E-09,9.58E-08,3.79E-06,2.29E-05,2.69E-05,1.48E-05,8.40E-09,8.64E-10,7.01E-05,6.70E-06,MBA,0.45323
a0000094,2000094,    94 Aurora,94,Aurora,,N,N,7.6,204.89,0.0395,3.6,JPL 99,2459000.5,59000,20200531,J2000,0.094273487,3.157818068,2.860119547,7.969380915,2.56535219,60.34317399,19.26394513,3.45551659,0.175639995,2458890.821,20200211.32,2049.647064,5.611627829,1.88319,732.8810523,2.99E-08,1.20E-08,9.86E-08,3.49E-06,2.58E-05,3.33E-05,2.10E-05,1.31E-08,1.00E-09,0.00011955,1.17E-05,MBA,0.37586
a0000095,2000095,    95 Arethusa,95,Arethusa,,N,N,8,147.969,0.058,5.148,JPL 39,2459000.5,59000,20200531,J2000,0.152788728,3.064051147,2.59589867,12.99563182,243.0199018,153.7846512,147.7093153,3.532203625,0.18376384,2458196.7,20180319.2,1959.036117,5.363548575,1.61108,626.9840036,3.64E-08,8.30E-09,1.12E-07,4.12E-06,2.03E-05,2.50E-05,1.52E-05,9.57E-09,7.47E-10,8.16E-05,7.96E-06,MBA,0.43827
a0000096,2000096,    96 Aegle,96,Aegle,,N,N,7.7,177.774,0.048,1.543,JPL 97,2459000.5,59000,20200531,J2000,0.141177946,3.048360537,2.617999256,15.98222195,321.4899545,208.4618392,178.4786356,3.478721817,0.185184476,2458036.712,20171010.21,1944.007441,5.322402303,1.63683,637.0051311,3.81E-08,1.20E-08,1.19E-07,5.08E-06,1.13E-05,1.95E-05,1.68E-05,1.37E-08,1.10E-09,9.02E-05,1.15E-05,MBA,0.40713
a0000097,2000097,    97 Klotho,97,Klotho,,N,N,7.8,100.717,0.128,0.641,JPL 97,2459000.5,59000,20200531,J2000,0.257298409,2.669020559,1.982285815,11.77759143,159.6173762,268.6731476,41.44467034,3.355755303,0.226035262,2458817.145,20191129.65,1592.671855,4.360497892,1.03677,403.4797809,3.22E-08,5.23E-09,8.60E-08,3.58E-06,1.82E-05,1.94E-05,8.19E-06,6.58E-09,6.65E-10,3.60E-05,4.68E-06,MBA,0.47685
a0000098,2000098,    98 Ianthe,98,Ianthe,,N,N,8.9,132.788,0.029,1.132,JPL 78,2459000.5,59000,20200531,J2000,0.187233048,2.686496958,2.183495943,15.57684757,353.9043965,158.6319249,215.2664157,3.189497973,0.223833221,2459647.114,20220308.61,1608.340346,4.403395882,1.19912,466.6615304,3.08E-08,8.14E-09,8.12E-08,3.12E-06,1.54E-05,1.93E-05,1.27E-05,9.67E-09,1.02E-09,5.83E-05,7.31E-06,MBA,0.43748
a0000099,2000099,    99 Dike,99,Dike,,N,N,9.5,67.354,0.065,0.416,JPL 96,2459000.5,59000,20200531,J2000,0.19496105,2.664873397,2.14532688,13.84752094,41.51414403,195.7124947,334.9314337,3.184419914,0.226563112,2459111.147,20200918.65,1588.961223,4.350338736,1.13748,442.6730916,4.17E-08,8.70E-09,1.12E-07,4.88E-06,1.54E-05,1.82E-05,1.03E-05,1.04E-08,1.11E-09,4.56E-05,7.78E-06,MBA,0.37985
a0000100,2000100,   100 Hekate,100,Hekate,,N,N,7.6,85.734,0.205,1.961,JPL 37,2459000.5,59000,20200531,J2000,0.169555285,3.089431761,2.565602277,6.431994591,127.181625,184.3863361,319.3062948,3.613261245,0.181503985,2459224.703,20210110.2,1983.427532,5.430328629,1.55137,603.7466629,3.97E-08,1.18E-08,1.25E-07,4.46E-06,3.84E-05,4.08E-05,1.66E-05,1.37E-08,1.04E-09,9.19E-05,1.13E-05,MBA,0.43639
a0000101,2000101,   101 Helena,101,Helena,,N,N,8.2,65.84,0.1898,1.3,JPL 105,2459000.5,59000,20200531,J2000,0.140584457,2.58307759,2.21993703,10.19686031,343.3825146,348.3691245,208.2023473,2.94621815,0.237409392,2459639.892,20220301.39,1516.367977,4.151589259,1.21083,471.2187111,4.54E-08,7.51E-09,1.17E-07,4.96E-06,2.34E-05,2.80E-05,1.75E-05,8.56E-09,1.04E-09,7.49E-05,6.61E-06,MBA,0.4416
a0000102,2000102,   102 Miriam,102,Miriam,,N,N,9.3,82.595,0.051,0.4,JPL 87,2459000.5,59000,20200531,J2000,0.251105865,2.662333505,1.993805948,5.172851656,210.7978678,147.0245915,341.9682032,3.330861061,0.226887405,2459079.975,20200818.47,1586.690105,4.344120752,0.992653,386.310768,2.88E-08,6.88E-09,7.46E-08,3.16E-06,3.61E-05,3.69E-05,1.02E-05,8.61E-09,8.80E-10,4.51E-05,6.15E-06,MBA,0.45305
a0000103,2000103,   103 Hera,103,Hera,,N,N,7.6,83.908,0.217,2.091,JPL 112,2459000.5,59000,20200531,J2000,0.079236123,2.702140974,2.488033799,5.418345972,136.079743,188.6794967,83.70336252,2.91624815,0.221892217,2458623.275,20190519.77,1622.409316,4.441914623,1.47591,574.3798947,3.61E-08,7.30E-09,9.74E-08,4.08E-06,4.13E-05,4.84E-05,2.61E-05,7.88E-09,8.99E-10,0.00011736,6.57E-06,MBA,0.51204
a0000104,2000104,   104 Klymene,104,Klymene,,N,N,8.4,136.553,0.052,1.554,JPL 97,2459000.5,59000,20200531,J2000,0.160853706,3.146171164,2.640097871,2.789717012,41.67665395,31.75864404,349.0838638,3.652244456,0.176616207,2459062.307,20200731.81,2038.31803,5.580610624,1.65546,644.2553682,3.77E-08,1.17E-08,1.22E-07,4.58E-06,8.03E-05,8.14E-05,1.39E-05,1.35E-08,9.82E-10,7.87E-05,1.13E-05,MBA,0.44429
a0000105,2000105,   105 Artemis,105,Artemis,,N,N,8.7,94.864,0.016,0.375,JPL 114,2459000.5,59000,20200531,J2000,0.177293527,2.373799296,1.952940046,21.43973534,188.2418778,57.10668267,274.1524633,2.794658545,0.269487161,2459319.059,20210414.56,1335.870692,3.657414625,1.01156,393.6688052,2.95E-08,4.24E-09,7.07E-08,3.98E-06,1.09E-05,1.61E-05,1.32E-05,4.99E-09,7.22E-10,4.92E-05,3.58E-06,MBA,0.42553
a0000106,2000106,   106 Dione,106,Dione,,N,N,7.5,207.869,0.044,2.158,JPL 115,2459000.5,59000,20200531,J2000,0.159877126,3.183027406,2.674134133,4.576478356,62.0405563,330.8703451,293.4039166,3.691920678,0.173557548,2459384.212,20210618.71,2074.239946,5.678959469,1.68166,654.4516222,4.16E-08,1.38E-08,1.29E-07,4.61E-06,5.51E-05,5.67E-05,1.58E-05,1.60E-08,1.13E-09,9.23E-05,1.35E-05,MBA,0.49619
a0000107,2000107,   107 Camilla,107,Camilla,,N,N,7.1,210.37,0.059,12,JPL 108,2459000.5,59000,20200531,J2000,0.065108846,3.49059289,3.263324417,10.00145323,172.5826388,306.3970071,27.12007518,3.717861364,0.151131598,2458821.053,20191203.55,2382.029998,6.521642706,2.29137,891.7324629,2.90E-08,1.41E-08,1.03E-07,3.35E-06,1.93E-05,3.39E-05,2.75E-05,1.50E-08,9.17E-10,0.00018201,1.45E-05,OMB,0.43436
a0000108,2000108,   108 Hecuba,108,Hecuba,,N,N,8,75.498,0.148,1.891,JPL 51,2459000.5,59000,20200531,J2000,0.055640431,3.237466443,3.057332414,4.220236533,349.9785283,206.0038739,42.16619672,3.417600471,0.169198364,2458751.288,20190924.79,2127.680141,5.82527075,2.05666,800.3903722,3.48E-08,1.38E-08,1.14E-07,4.45E-06,4.13E-05,5.34E-05,3.30E-05,1.45E-08,1.08E-09,0.000196,1.36E-05,OMB,0.45938
